2043,I,0.395,0.295,0.1,0.293,0.14,0.062,0.082,0.0
2044,F,,0.305,0.16,0.368,0.173,0.0705,0.105,0.0
2045,I,0.405,0.31,0.09,,0.138,0.06,0.087,0.0
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,0.0
2047,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,0.0
2048,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,1.0
2049,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,0.0
2050,M,0.45,,0.13,0.4655,0.2075,0.1045,0.135,0.0
2051,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,0.0
2052,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,0.0
2053,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,0.0
2054,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,0.0
2055,I,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,1.0
2056,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,0.0
2057,I,,0.35,,0.5465,,0.0995,0.158,0.0
2058,M,0.485,0.39,0.135,,0.25,0.1345,0.1635,0.0
2059,I,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,0.0
2060,M,,0.39,0.135,0.7815,,0.1575,0.2385,1.0
2061,F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,0.0
2062,M,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,0.0
2063,M,,0.385,0.1,0.5115,0.246,0.1005,0.1455,0.0
2064,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,0.0
2065,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,0.0
2066,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,1.0
2067,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,1.0
2068,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,1.0
2069,M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,1.0
2070,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,1.0
2071,F,0.565,,0.135,0.83,0.393,0.1735,0.238,1.0
2072,M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,0.0
2073,F,0.58,,0.15,0.839,0.3485,0.207,0.192,0.0
2074,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,1.0
2075,M,0.595,0.465,0.15,0.919,,0.1765,0.262,1.0
2076,F,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,1.0
2077,F,0.61,,0.14,0.909,0.438,0.2,0.22,0.0
2078,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,0.0
2079,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,1.0
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,1.0
2081,M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,0.0
2082,F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,1.0
2083,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,1.0
2084,F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,1.0
2085,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,1.0
2086,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,1.0
2087,M,,0.585,0.22,1.914,0.9155,0.448,0.479,1.0
2088,F,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,1.0
2089,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,1.0
2090,M,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,2.0
2091,F,0.505,,0.115,0.66,0.3045,0.1555,,0.0
2092,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,1.0
2093,F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,1.0
2094,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,0.0
2095,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,0.0
2096,M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,1.0
2097,M,0.425,0.33,,0.361,0.134,0.0825,0.125,0.0
2098,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,0.0
2099,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,1.0
2100,I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,1.0
2101,M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,3.0
2102,I,0.41,0.31,0.11,0.315,0.124,0.082,0.095,1.0
2103,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,1.0
2104,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,1.0
2105,M,0.585,0.48,,1.04,0.434,0.265,0.285,1.0
2106,M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,2.0
2107,F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,2.0
2108,M,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,3.0
2109,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,2.0
2110,I,,0.25,0.055,0.166,0.076,0.051,0.045,0.0
2111,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,1.0
2112,M,0.525,0.405,0.13,0.7185,,0.1975,0.175,0.0
2113,I,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,0.0
2114,I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,0.0
2115,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,0.0
2116,I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,0.0
2117,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,0.0
2118,F,0.48,,0.12,0.608,0.2705,0.1405,0.185,0.0
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,1.0
2120,M,,0.325,0.1,0.3295,0.1365,0.0725,0.11,0.0
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,,1.0
2122,F,0.435,,0.12,,0.192,0.1,0.13,1.0
2123,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,0.0
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,0.0
2125,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,0.0
2126,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,1.0
2127,I,0.4,0.31,0.1,0.127,0.106,0.071,0.085,0.0
2128,M,0.62,,0.175,1.1505,0.4375,0.2265,0.4,1.0
2129,M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,1.0
2130,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,1.0
2131,M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,0.0
2132,F,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,1.0
2133,M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,1.0
2134,F,0.44,0.33,,0.4005,0.143,0.113,0.12,0.0
2135,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,1.0
2136,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,1.0
2137,F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,1.0
2138,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,2.0
2139,M,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,2.0
2140,F,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,1.0
2141,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,0.0
2142,I,0.46,0.35,0.11,0.3945,,0.0865,0.125,1.0
2143,M,,,0.105,0.4665,0.2025,0.1015,0.155,1.0
2144,M,0.455,0.35,0.105,0.401,0.1575,,0.135,1.0
2145,F,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,1.0
2146,M,0.465,0.35,,0.5205,0.2015,0.1625,0.185,1.0
2147,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,1.0
2148,M,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,0.0
2149,M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,0.0
2150,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,1.0
2151,F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,3.0
2152,F,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,0.0
2153,I,0.28,,0.075,0.1225,0.0545,0.0115,,0.0
2154,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,1.0
2155,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,2.0
2156,M,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,1.0
2157,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,2.0
2158,M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,2.0
2159,F,0.64,0.51,0.2,1.3905,0.61,0.3315,,1.0
2160,M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,3.0
2161,F,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,2.0
2162,F,0.71,0.565,0.195,1.817,,0.492,0.49,1.0
2163,F,0.55,0.47,0.15,0.897,0.377,0.184,0.29,1.0
2164,M,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,0.0
2165,F,,0.45,0.16,1.136,0.414,0.311,0.3,1.0
2166,I,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,0.0
2167,F,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,0.0
2168,M,0.335,0.235,0.085,,0.066,0.0345,0.045,0.0
2169,I,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,0.0
2170,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,0.0
2171,I,0.19,0.13,0.03,,,0.015,0.01,0.0
2172,I,0.215,0.15,0.03,0.0385,0.0115,,0.01,0.0
2173,M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,1.0
2174,F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,2.0
2175,M,0.575,0.45,0.185,0.925,0.342,0.197,0.35,1.0
2176,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,3.0
2177,F,0.58,0.45,0.235,1.071,0.3,0.206,0.395,2.0
2178,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,2.0
2179,F,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,2.0
2180,F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,3.0
2181,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,2.0
2182,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,2.0
2183,M,0.495,0.4,,0.8085,0.2345,0.1155,0.35,0.0
2184,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,0.0
2185,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,1.0
2186,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,1.0
2187,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,2.0
2188,M,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,1.0
2189,F,0.49,0.37,,0.585,0.243,0.115,0.195,1.0
2190,M,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,1.0
2191,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,2.0
2192,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,2.0
2193,I,0.215,0.17,0.055,0.0605,0.0205,,0.02,0.0
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,2.0
2195,I,0.26,0.215,0.08,0.099,0.037,0.0255,,0.0
2196,I,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,1.0
2197,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,1.0
2198,I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,0.0
2199,F,0.68,0.55,0.2,1.596,0.525,0.4075,,3.0
2200,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,2.0
2201,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,3.0
2202,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,3.0
2203,M,,0.48,0.19,,0.5305,0.2375,0.47,3.0
2204,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,0.0
2205,I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,0.0
2206,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,0.0
2207,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,0.0
2208,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,2.0
2209,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,3.0
2210,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,3.0
2211,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,2.0
2212,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,2.0
2213,M,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,2.0
2214,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,0.0
2215,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,1.0
2216,I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,0.0
2217,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,2.0
2218,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,2.0
2219,F,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,2.0
2220,F,0.535,0.46,0.145,0.7875,,0.2005,0.2,0.0
2221,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,2.0
2222,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,2.0
2223,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,2.0
2224,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,1.0
2225,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,2.0
2226,I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,0.0
2227,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,0.0
2228,F,0.505,0.39,0.175,0.692,0.267,0.15,0.215,1.0
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,0.0
2230,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,2.0
2231,F,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,1.0
2232,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,1.0
2233,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,2.0
2234,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,2.0
2235,M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,2.0
2236,F,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,2.0
2237,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,2.0
2238,I,0.46,0.335,0.11,,0.225,0.0745,,0.0
2239,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,0.0
2240,M,0.415,0.315,0.125,0.388,0.068,0.09,0.125,1.0
2241,F,0.435,0.32,0.12,0.3785,,0.0915,0.125,1.0
2242,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,0.0
2243,M,0.465,0.36,0.13,0.5265,,0.1185,0.165,1.0
2244,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,1.0
2245,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,1.0
2246,F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,1.0
2247,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,1.0
2248,M,0.36,0.27,0.09,0.2225,0.083,,0.075,0.0
2249,F,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,1.0
2250,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,1.0
2251,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,2.0
2252,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,2.0
2253,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,1.0
2254,M,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,2.0
2255,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,1.0
2256,M,0.52,0.38,0.135,,0.2505,0.1565,0.175,0.0
2257,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,2.0
2258,M,0.43,0.335,0.115,0.406,,0.0935,0.135,0.0
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,2.0
2260,M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,1.0
2261,M,0.585,0.43,0.16,0.955,0.3625,0.176,,1.0
2262,F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,2.0
2263,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,2.0
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,2.0
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,2.0
2266,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,2.0
2267,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,2.0
2268,F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,2.0
2269,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,1.0
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,3.0
2271,F,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,2.0
2272,M,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,2.0
2273,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,2.0
2274,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,2.0
2275,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,3.0
2276,F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,2.0
2277,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,3.0
2278,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,1.0
2279,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,1.0
2280,M,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,1.0
2281,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,0.0
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,1.0
2283,I,0.435,0.345,,0.4475,0.221,0.112,0.125,0.0
2284,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,1.0
2285,I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,1.0
2286,F,0.5,0.395,0.15,,0.3235,0.173,0.195,1.0
2287,F,0.385,,,0.3315,0.1365,0.0745,,0.0
2288,I,0.33,0.265,0.09,0.18,0.068,0.036,0.06,0.0
2289,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,1.0
2290,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,0.0
2291,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,1.0
2292,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,1.0
2293,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,0.0
2294,M,0.525,0.425,0.12,,0.3335,0.1465,0.22,1.0
2295,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,1.0
2296,F,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,2.0
2297,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,0.0
2298,I,0.415,,0.1,0.385,0.167,0.08,0.125,0.0
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,0.0
2300,F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,1.0
2301,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,1.0
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,1.0
2303,F,0.58,0.455,0.12,0.94,0.399,0.257,0.265,1.0
2304,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,1.0
2305,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,3.0
2306,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,1.0
2307,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,2.0
2308,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,1.0
2309,M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,2.0
2310,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,2.0
2311,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,0.0
2312,I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,0.0
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,2.0
2314,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,2.0
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,2.0
2316,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,2.0
2317,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,2.0
2318,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,1.0
2319,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,2.0
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,1.0
2321,M,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,2.0
2322,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,1.0
2323,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,0.0
2324,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,2.0
2325,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,1.0
2326,M,0.43,,0.115,0.3045,0.0925,0.055,0.12,1.0
2327,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,2.0
2328,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,2.0
2329,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,2.0
2330,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,1.0
2331,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,2.0
2332,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,1.0
2333,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,2.0
2334,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,3.0
2335,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,3.0
2336,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,3.0
2337,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,1.0
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,2.0
2339,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,2.0
2340,F,0.59,,0.17,0.9,,0.1905,0.25,1.0
2341,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,0.0
2342,I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,0.0
2343,I,0.17,0.125,0.055,,0.009,0.0055,0.008,0.0
2344,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,3.0
2345,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,2.0
2346,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,2.0
2347,M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,1.0
2348,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,2.0
2349,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,1.0
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,1.0
2351,M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,3.0
2352,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,3.0
2353,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,2.0
2354,M,0.635,0.495,,1.081,0.4825,0.242,0.31,1.0
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,2.0
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,2.0
2357,M,0.585,0.455,0.125,1.027,0.391,0.212,0.25,2.0
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,3.0
2359,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,2.0
2360,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,1.0
2361,M,0.55,,0.155,0.7895,0.343,0.159,0.25,1.0
2362,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,3.0
2363,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,3.0
2364,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,2.0
2365,F,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,1.0
2366,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,3.0
2367,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,2.0
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,2.0
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,1.0
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,0.0
2371,M,0.18,,0.05,0.023,0.0085,0.0055,0.01,0.0
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,1.0
2373,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,1.0
2374,I,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,1.0
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,1.0
2376,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,0.0
2377,I,0.535,0.41,0.155,,0.2745,,0.1815,1.0
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,1.0
2379,F,0.36,0.265,0.09,0.2165,,0.037,0.0735,1.0
2380,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,0.0
2381,M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,0.0
2382,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,1.0
2383,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,2.0
2384,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,1.0
2385,F,0.45,0.345,0.115,0.496,0.1905,,0.14,1.0
2386,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,2.0
2387,I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,1.0
2388,I,0.515,0.375,0.14,0.6505,,0.141,0.2215,1.0
2389,M,0.42,0.34,0.125,,0.165,0.1125,0.144,1.0
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,2.0
2391,M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,1.0
2392,M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,1.0
2393,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,0.0
2394,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,2.0
2395,I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,2.0
2396,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,2.0
2397,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,2.0
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,2.0
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,2.0
2400,I,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,2.0
2401,F,0.585,0.415,0.155,,0.3,0.146,0.195,1.0
2402,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,2.0
2403,M,0.29,0.225,,0.1295,0.0535,0.026,0.045,1.0
2404,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,2.0
2405,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,2.0
2406,F,0.58,0.46,,,,0.2,0.32,1.0
2407,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,1.0
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,2.0
2409,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,0.0
2410,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,1.0
